timestamp	step	index	op_type	node	elem_count	rows	cols	wait_s	host_max_abs	host_mean_abs	threshold	audit_pass	hpm3_cycles	hpm4_inst0	hpm5_inst1	hpm6_l2_miss_req	hpm7_icache_req	hpm8_icache_etlink_req	report
20260505-224625	3	72	Softmax	/2/attn/Softmax_1		224	224	0	1	224	29568	0.000551281	1.1920928955078125e-07	8.731149137020111e-10	0.0005	True	24216	144	4444	61	2199	17	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	73	Add	/2/attn/Add_2		224	224	0	1	224	29568	0.000551708	0.0	0.0	2e-06	True	1683	1028	1301	51	18446744073709543720	9	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	74	Softmax	/2/attn/Softmax_2		224	224	0	1	224	29568	0.000551759	1.1920928955078125e-07	8.149072527885437e-10	0.0005	True	24237	144	4443	61	2189	17	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	75	Add	/2/attn/Add_3		224	224	0	1	224	29568	0.000552245	0.0	0.0	2e-06	True	1657	1028	1301	51	634	8	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	76	Softmax	/2/attn/Softmax_3		224	224	0	1	224	29568	0.000404887	5.960464477539063e-08	5.654458568038478e-10	0.0005	True	24243	144	4443	61	2323	17	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	77	Add	/2/attn/Add_4		224	224	0	1	224	29568	0.000553256	0.0	0.0	2e-06	True	1716	1028	1301	51	632	8	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	78	Softmax	/2/attn/Softmax_4		224	224	0	1	224	29568	0.00050803	6.05359673500061e-09	2.702498468065695e-11	0.0005	True	24242	144	4443	61	2191	17	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	79	Add	/2/attn/Add_5		224	224	0	1	224	29568	0.000553545	0.0	0.0	2e-06	True	1694	1028	1301	51	683	9	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	80	Softmax	/2/attn/Softmax_5		224	224	0	1	224	29568	0.000486473	1.1920928955078125e-07	6.652304262999564e-10	0.0005	True	24233	144	4443	61	11127	17	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	81	Add	/2/attn/out/Add		384	384	0	1	384	30208	0.000405166	0.0	0.0	2e-06	True	2331	1288	2005	81	845	11	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	82	Add	/2/Add		384	384	0	1	384	30208	0.000553129	0.0	0.0	2e-06	True	2322	1288	2005	81	822	11	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	83	Add	/2/cross_attn/query/Add		384	384	0	1	384	30208	0.000551481	0.0	0.0	2e-06	True	2464	1292	2005	81	18446744073709542844	10	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	84	Softmax	/2/cross_attn/Softmax		1500	1500	0	1	1500	46960	0.00120671	2.7939677238464355e-08	3.272133675125133e-10	0.0005	True	293154	156	75453	381	15201	23	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	85	Softmax	/2/cross_attn/Softmax_1		1500	1500	0	1	1500	46960	0.00116226	9.313225746154785e-08	6.905506166887676e-10	0.0005	True	293065	152	75454	381	15201	23	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	86	Softmax	/2/cross_attn/Softmax_2		1500	1500	0	1	1500	46960	0.0011518	9.313225746154785e-09	1.610652583527994e-10	0.0005	True	293124	156	75454	381	15203	23	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	87	Softmax	/2/cross_attn/Softmax_3		1500	1500	0	1	1500	46960	0.00116006	3.3527612686157227e-08	4.346352722173208e-10	0.0005	True	292951	152	75457	381	15185	23	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	88	Softmax	/2/cross_attn/Softmax_4		1500	1500	0	1	1500	46960	0.00116257	1.564621925354004e-07	1.2371278446110523e-09	0.0005	True	293190	156	75452	381	15237	23	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	89	Softmax	/2/cross_attn/Softmax_5		1500	1500	0	1	1500	46960	0.00116155	1.6763806343078613e-07	2.270379662050459e-09	0.0005	True	293016	152	75457	381	18446744073709543495	18446744073709542445	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	90	Add	/2/cross_attn/out/Add		384	384	0	1	384	30208	0.00055173	0.0	0.0	2e-06	True	2336	1292	2005	81	18446744073709543686	10	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	91	Add	/2/Add_1		384	384	0	1	384	30208	0.000553401	0.0	0.0	2e-06	True	2189	1292	2005	81	18446744073709542987	10	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	92	Add	/2/mlp/0/Add		1536	1536	0	1	1536	47104	0.000654142	0.0	0.0	2e-06	True	5919	6080	6077	313	2141	10	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	93	Div	/2/mlp/1/Div		1536	1536	0	1	1536	47104	0.000652537	2.384185791015625e-07	6.428401633229441e-08	2e-06	True	12829	15200	15197	329	18446744073709543810	7	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	94	Erf	/2/mlp/1/Erf		1536	1536	0	1	1536	47104	0.000762608	1.3709068298339844e-06	1.3534135234749556e-07	0.0003	True	30218	50017	50022	261	13816	12	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	95	Add	/2/mlp/1/Add		1536	1536	0	1	1536	47104	0.000711385	0.0	0.0	2e-06	True	5934	6080	6077	313	2160	18446744073709542977	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	96	Mul	/2/mlp/1/Mul		1536	1536	0	1	1536	47104	0.000653405	0.0	0.0	2e-06	True	6164	6084	6077	313	2009	10	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	97	Mul	/2/mlp/1/Mul_1		1536	1536	0	1	1536	47104	0.000710696	0.0	0.0	2e-06	True	6139	6080	6077	313	2165	10	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	98	Add	/2/mlp/2/Add		384	384	0	1	384	30208	0.000552714	0.0	0.0	2e-06	True	2329	1292	2005	81	18446744073709542998	10	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	99	Add	/2/Add_2		384	384	0	1	384	30208	0.000503692	0.0	0.0	2e-06	True	2327	1288	2005	81	829	11	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	100	Add	/3/attn/query/Add		384	384	0	1	384	30208	0.000552106	0.0	0.0	2e-06	True	2325	1288	2005	81	834	11	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	101	Add	/3/attn/value/Add		384	384	0	1	384	30208	0.000508084	0.0	0.0	2e-06	True	2450	1288	2005	81	825	10	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	102	Add	/3/attn/Add		224	224	0	1	224	29568	0.000405793	0.0	0.0	2e-06	True	1662	1028	1301	51	635	8	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	103	Softmax	/3/attn/Softmax		224	224	0	1	224	29568	0.000551219	5.960464477539063e-08	2.8688060260684267e-10	0.0005	True	24235	144	4443	61	2177	17	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	104	Add	/3/attn/Add_1		224	224	0	1	224	29568	0.00055126	0.0	0.0	2e-06	True	1691	1028	1301	51	752	8	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	105	Softmax	/3/attn/Softmax_1		224	224	0	1	224	29568	0.000551429	1.7881393432617188e-07	1.2930415627110392e-09	0.0005	True	24217	144	4443	61	2196	17	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	106	Add	/3/attn/Add_2		224	224	0	1	224	29568	0.000551823	0.0	0.0	2e-06	True	1673	1028	1301	51	667	9	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	107	Softmax	/3/attn/Softmax_2		224	224	0	1	224	29568	0.000550874	7.450580596923828e-09	6.652304401777442e-11	0.0005	True	24232	145	4443	61	2196	17	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	108	Add	/3/attn/Add_3		224	224	0	1	224	29568	0.000550777	0.0	0.0	2e-06	True	1687	1028	1301	51	631	9	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	109	Softmax	/3/attn/Softmax_3		224	224	0	1	224	29568	0.00055355	2.9802322387695312e-08	1.3304608803554885e-10	0.0005	True	24246	144	4443	61	2183	17	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	110	Add	/3/attn/Add_4		224	224	0	1	224	29568	0.000404415	0.0	0.0	2e-06	True	1677	1028	1301	51	684	9	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	111	Softmax	/3/attn/Softmax_4		224	224	0	1	224	29568	0.000403658	8.940696716308594e-08	8.273803309144512e-10	0.0005	True	24236	144	4443	61	10678	17	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	112	Add	/3/attn/Add_5		224	224	0	1	224	29568	0.000549166	0.0	0.0	2e-06	True	1661	1028	1301	51	644	9	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	113	Softmax	/3/attn/Softmax_5		224	224	0	1	224	29568	0.000405431	7.450580596923828e-09	7.483842018318754e-11	0.0005	True	24235	144	4443	61	2197	17	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	114	Add	/3/attn/out/Add		384	384	0	1	384	30208	0.000552738	0.0	0.0	2e-06	True	2327	1288	2005	81	700	11	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	115	Add	/3/Add		384	384	0	1	384	30208	0.000507022	0.0	0.0	2e-06	True	2328	1292	2005	81	811	11	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	116	Add	/3/cross_attn/query/Add		384	384	0	1	384	30208	0.000550965	0.0	0.0	2e-06	True	2327	1292	2005	81	18446744073709543509	10	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	117	Softmax	/3/cross_attn/Softmax		1500	1500	0	1	1500	46960	0.00116127	1.6763806343078613e-08	3.7255479257147783e-10	0.0005	True	293007	156	75451	381	15199	23	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	118	Softmax	/3/cross_attn/Softmax_1		1500	1500	0	1	1500	46960	0.00116261	6.332993507385254e-08	6.508071304089924e-10	0.0005	True	292986	156	75453	381	15193	23	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	119	Softmax	/3/cross_attn/Softmax_2		1500	1500	0	1	1500	46960	0.0011102	5.587935447692871e-08	2.705944635028601e-10	0.0005	True	292996	156	75452	381	15198	18446744073709542745	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	120	Softmax	/3/cross_attn/Softmax_3		1500	1500	0	1	1500	46960	0.00116312	3.725290298461914e-08	2.405561305707238e-10	0.0005	True	293206	156	75451	381	15197	18446744073709542030	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	121	Softmax	/3/cross_attn/Softmax_4		1500	1500	0	1	1500	46960	0.0011605	3.725290298461914e-08	1.64905145094707e-10	0.0005	True	293158	152	75453	381	18446744073709543276	18446744073709542235	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	122	Softmax	/3/cross_attn/Softmax_5		1500	1500	0	1	1500	46960	0.0011607	4.470348358154297e-08	3.498875356111597e-10	0.0005	True	292989	156	75451	381	15203	23	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	123	Add	/3/cross_attn/out/Add		384	384	0	1	384	30208	0.000551668	0.0	0.0	2e-06	True	2329	1292	2005	81	18446744073709543082	10	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	124	Add	/3/Add_1		384	384	0	1	384	30208	0.000552086	0.0	0.0	2e-06	True	2319	1288	2005	81	822	11	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	125	Add	/3/mlp/0/Add		1536	1536	0	1	1536	47104	0.000653517	0.0	0.0	2e-06	True	5970	6080	6077	18446744073709544883	2160	10	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	126	Div	/3/mlp/1/Div		1536	1536	0	1	1536	47104	0.000653286	2.384185791015625e-07	4.780501328127684e-08	2e-06	True	12873	15200	15197	328	18446744073709543177	7	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	127	Erf	/3/mlp/1/Erf		1536	1536	0	1	1536	47104	0.000650414	1.4901161193847656e-06	1.475536492989704e-07	0.0003	True	30323	49922	49909	261	14135	12	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	128	Add	/3/mlp/1/Add		1536	1536	0	1	1536	47104	0.000651492	0.0	0.0	2e-06	True	5802	6080	6077	313	2065	10	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	129	Mul	/3/mlp/1/Mul		1536	1536	0	1	1536	47104	0.000659677	0.0	0.0	2e-06	True	6141	6080	6077	313	2131	10	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	130	Mul	/3/mlp/1/Mul_1		1536	1536	0	1	1536	47104	0.000662443	0.0	0.0	2e-06	True	5946	6080	6077	313	2089	10	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	131	Add	/3/mlp/2/Add		384	384	0	1	384	30208	0.000505034	0.0	0.0	2e-06	True	2195	1292	2005	81	18446744073709543930	10	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	132	Add	/3/Add_2		384	384	0	1	384	30208	0.000590561	0.0	0.0	2e-06	True	2331	1288	2005	81	794	11	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
