exp_id	batch	variant	tile	harts	passes	wait_s	gops	ops	allclose	bit_exact	max_abs	mean_abs	output_hash	reference_hash	done_count	magic_ok	status	flags	macros	dump	log	build_at	run_at
68	7_repeat	f9t_p1_winner_repeat_a	64	16	1	2.160260	2.520648	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-182947/dump_e068_f9t_p1_winner_repeat_a_t64_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-182947/run_e068_f9t_p1_winner_repeat_a_t64_h16_p1.log	2026-05-02T18:29:47	2026-05-02T18:37:30
69	7_repeat	f9t_p1_winner_repeat_b	64	16	1	2.158750	2.522411	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-182947/dump_e069_f9t_p1_winner_repeat_b_t64_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-182947/run_e069_f9t_p1_winner_repeat_b_t64_h16_p1.log	2026-05-02T18:29:47	2026-05-02T18:37:30
70	7_repeat	f9t_p1_winner_repeat_c	64	16	1	2.158250	2.522996	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-182947/dump_e070_f9t_p1_winner_repeat_c_t64_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-182947/run_e070_f9t_p1_winner_repeat_c_t64_h16_p1.log	2026-05-02T18:29:47	2026-05-02T18:37:30
71	8_pfw_combos	f9t_p1_pfw_align128	64	16	1	2.132380	2.553605	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=128 -falign-loops=128 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_PREFETCH_READ_WINDOW=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-184355/dump_e071_f9t_p1_pfw_align128_t64_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-184355/run_e071_f9t_p1_pfw_align128_t64_h16_p1.log	2026-05-02T18:43:55	2026-05-02T18:50:32
72	8_pfw_combos	f9t_p1_pfw_align256	64	16	1	2.134000	2.551666	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=256 -falign-loops=256 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_PREFETCH_READ_WINDOW=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-184355/dump_e072_f9t_p1_pfw_align256_t64_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-184355/run_e072_f9t_p1_pfw_align256_t64_h16_p1.log	2026-05-02T18:43:55	2026-05-02T18:50:32
73	8_pfw_combos	f9t_p1_pfw_inline2k	64	16	1	2.135240	2.550184	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize -finline-limit=2000	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_PREFETCH_READ_WINDOW=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-184355/dump_e073_f9t_p1_pfw_inline2k_t64_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-184355/run_e073_f9t_p1_pfw_inline2k_t64_h16_p1.log	2026-05-02T18:43:55	2026-05-02T18:50:32
74	8_pfw_combos	f9t_p1_pfw_predcomm	64	16	1	2.134370	2.551224	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize -fpredictive-commoning	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_PREFETCH_READ_WINDOW=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-184355/dump_e074_f9t_p1_pfw_predcomm_t64_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-184355/run_e074_f9t_p1_pfw_predcomm_t64_h16_p1.log	2026-05-02T18:43:55	2026-05-02T18:50:32
75	8_pfw_combos	f9t_p1_pfw_movestores	64	16	1	2.133800	2.551905	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize -fmove-loop-stores	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_PREFETCH_READ_WINDOW=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-184355/dump_e075_f9t_p1_pfw_movestores_t64_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-184355/run_e075_f9t_p1_pfw_movestores_t64_h16_p1.log	2026-05-02T18:43:55	2026-05-02T18:50:32
76	8_pfw_combos	f9t_p1_pfw_rename	64	16	1	2.134210	2.551415	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize -frename-registers	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_PREFETCH_READ_WINDOW=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-184355/dump_e076_f9t_p1_pfw_rename_t64_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-184355/run_e076_f9t_p1_pfw_rename_t64_h16_p1.log	2026-05-02T18:43:55	2026-05-02T18:50:32
77	8_pfw_combos	f9t_p1_pfw_noipa	64	16	1	2.135840	2.549468	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize -fno-ipa-cp -fno-ipa-sra	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_PREFETCH_READ_WINDOW=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-184355/dump_e077_f9t_p1_pfw_noipa_t64_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-184355/run_e077_f9t_p1_pfw_noipa_t64_h16_p1.log	2026-05-02T18:43:55	2026-05-02T18:50:32
78	8_pfw_combos	f9t_p2_pfw_align64	64	16	2	4.345980	2.505881	10890510336	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_PREFETCH_READ_WINDOW=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-184355/dump_e078_f9t_p2_pfw_align64_t64_h16_p2.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-184355/run_e078_f9t_p2_pfw_align64_t64_h16_p2.log	2026-05-02T18:43:55	2026-05-02T18:50:32
79	8_pfw_combos	f9t_p1_pfw_o2_unroll	64	16	1	2.241790	2.428976	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O2 -funroll-loops -falign-functions=64 -falign-loops=64	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_PREFETCH_READ_WINDOW=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-184355/dump_e079_f9t_p1_pfw_o2_unroll_t64_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-184355/run_e079_f9t_p1_pfw_o2_unroll_t64_h16_p1.log	2026-05-02T18:43:55	2026-05-02T18:50:32
80	8_pfw_combos	f9t_p1_pfw_kitchen_sink	64	16	1	2.134270	2.551343	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize -fpredictive-commoning -fmove-loop-stores -frename-registers	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_PREFETCH_READ_WINDOW=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-184355/dump_e080_f9t_p1_pfw_kitchen_sink_t64_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-184355/run_e080_f9t_p1_pfw_kitchen_sink_t64_h16_p1.log	2026-05-02T18:43:55	2026-05-02T18:50:32
81	9_tile16	f9t_pfw_t16_p1_h16	16	16	1	0.176759	1.925381	340328448	True	False	0.000001	0.000000	0x2252d03f	0xbd92c224	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_PREFETCH_READ_WINDOW=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-185317/dump_e081_f9t_pfw_t16_p1_h16_t16_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-185317/run_e081_f9t_pfw_t16_p1_h16_t16_h16_p1.log	2026-05-02T18:53:17	2026-05-02T19:00:23
82	9_tile16	f9t_pfw_t16_p8_h16	16	16	8	1.566030	1.738554	2722627584	True	False	0.000001	0.000000	0x2252d03f	0xbd92c224	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_PREFETCH_READ_WINDOW=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-185317/dump_e082_f9t_pfw_t16_p8_h16_t16_h16_p8.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-185317/run_e082_f9t_pfw_t16_p8_h16_t16_h16_p8.log	2026-05-02T18:53:17	2026-05-02T19:00:23
83	9_tile16	f9t_pfw_t16_p32_h16	16	16	32	6.096790	1.786270	10890510336	True	False	0.000001	0.000000	0x2252d03f	0xbd92c224	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_PREFETCH_READ_WINDOW=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-185317/dump_e083_f9t_pfw_t16_p32_h16_t16_h16_p32.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-185317/run_e083_f9t_pfw_t16_p32_h16_t16_h16_p32.log	2026-05-02T18:53:17	2026-05-02T19:00:23
84	9_tile1	f9t_pfw_t1_p1_h1	1	1	1	0.005213	0.255038	1329408	True	True	0.000000	0.000000	0x8210f159	0x8210f159	1	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-185317/dump_e084_f9t_pfw_t1_p1_h1_t1_h1_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-185317/run_e084_f9t_pfw_t1_p1_h1_t1_h1_p1.log	2026-05-02T18:53:17	2026-05-02T19:00:23
85	9_tile1	f9t_pfw_t1_p64_h1	1	1	64	0.125948	0.675534	85082112	True	True	0.000000	0.000000	0x8210f159	0x8210f159	1	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-185317/dump_e085_f9t_pfw_t1_p64_h1_t1_h1_p64.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-185317/run_e085_f9t_pfw_t1_p64_h1_t1_h1_p64.log	2026-05-02T18:53:17	2026-05-02T19:00:23
86	9_tile4	f9t_pfw_t4_p1_h1	4	1	1	0.137168	0.155069	21270528	True	False	0.000000	0.000000	0x6c85ec81	0x1e8fb52e	1	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-185317/dump_e086_f9t_pfw_t4_p1_h1_t4_h1_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-185317/run_e086_f9t_pfw_t4_p1_h1_t4_h1_p1.log	2026-05-02T18:53:17	2026-05-02T19:00:23
87	9_tile4	f9t_pfw_t4_p8_h1	4	1	8	1.011350	0.168255	170164224	True	False	0.000000	0.000000	0x6c85ec81	0x1e8fb52e	1	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-185317/dump_e087_f9t_pfw_t4_p8_h1_t4_h1_p8.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-185317/run_e087_f9t_pfw_t4_p8_h1_t4_h1_p8.log	2026-05-02T18:53:17	2026-05-02T19:00:23
88	9_extreme_p	f9t_pfw_p128	64	16	128	289.222000	2.409888	696992661504	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=128 -falign-loops=128 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_PREFETCH_READ_WINDOW=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-185317/dump_e088_f9t_pfw_p128_t64_h16_p128.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-185317/run_e088_f9t_pfw_p128_t64_h16_p128.log	2026-05-02T18:53:17	2026-05-02T19:00:23
89	9_extreme_p	f9t_pfw_p256	64	16	256	578.469000	2.409784	1393985323008	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=128 -falign-loops=128 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_PREFETCH_READ_WINDOW=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-185317/dump_e089_f9t_pfw_p256_t64_h16_p256.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-185317/run_e089_f9t_pfw_p256_t64_h16_p256.log	2026-05-02T18:53:17	2026-05-02T19:00:23
90	9_combo	f9t_pfw_align128_movestores	64	16	1	2.133880	2.551809	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=128 -falign-loops=128 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize -fmove-loop-stores -fpredictive-commoning	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_PREFETCH_READ_WINDOW=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-185317/dump_e090_f9t_pfw_align128_movestores_t64_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-185317/run_e090_f9t_pfw_align128_movestores_t64_h16_p1.log	2026-05-02T18:53:17	2026-05-02T19:00:23
91	10_validate	best_repeat_01	64	16	1	2.136710	2.548430	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=128 -falign-loops=128 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_PREFETCH_READ_WINDOW=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-191704/dump_e091_best_repeat_01_t64_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-191704/run_e091_best_repeat_01_t64_h16_p1.log	2026-05-02T19:17:04	2026-05-02T19:25:34
92	10_validate	best_repeat_02	64	16	1	2.135460	2.549921	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=128 -falign-loops=128 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_PREFETCH_READ_WINDOW=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-191704/dump_e092_best_repeat_02_t64_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-191704/run_e092_best_repeat_02_t64_h16_p1.log	2026-05-02T19:17:04	2026-05-02T19:25:34
93	10_validate	best_repeat_03	64	16	1	2.131910	2.554167	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=128 -falign-loops=128 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_PREFETCH_READ_WINDOW=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-191704/dump_e093_best_repeat_03_t64_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-191704/run_e093_best_repeat_03_t64_h16_p1.log	2026-05-02T19:17:04	2026-05-02T19:25:34
94	10_validate	best_repeat_04	64	16	1	2.133090	2.552755	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=128 -falign-loops=128 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_PREFETCH_READ_WINDOW=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-191704/dump_e094_best_repeat_04_t64_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-191704/run_e094_best_repeat_04_t64_h16_p1.log	2026-05-02T19:17:04	2026-05-02T19:25:34
95	10_validate	best_repeat_05	64	16	1	2.132400	2.553581	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=128 -falign-loops=128 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_PREFETCH_READ_WINDOW=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-191704/dump_e095_best_repeat_05_t64_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-191704/run_e095_best_repeat_05_t64_h16_p1.log	2026-05-02T19:17:04	2026-05-02T19:25:34
96	10_validate	best_repeat_06	64	16	1	2.133900	2.551786	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=128 -falign-loops=128 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_PREFETCH_READ_WINDOW=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-191704/dump_e096_best_repeat_06_t64_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-191704/run_e096_best_repeat_06_t64_h16_p1.log	2026-05-02T19:17:04	2026-05-02T19:25:34
97	10_validate	best_repeat_07	64	16	1	2.133330	2.552467	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=128 -falign-loops=128 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_PREFETCH_READ_WINDOW=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-191704/dump_e097_best_repeat_07_t64_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-191704/run_e097_best_repeat_07_t64_h16_p1.log	2026-05-02T19:17:04	2026-05-02T19:25:34
98	10_validate	best_repeat_08	64	16	1	2.133580	2.552168	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=128 -falign-loops=128 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_PREFETCH_READ_WINDOW=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-191704/dump_e098_best_repeat_08_t64_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-191704/run_e098_best_repeat_08_t64_h16_p1.log	2026-05-02T19:17:04	2026-05-02T19:25:34
99	10_validate	best_repeat_09	64	16	1	2.134570	2.550985	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=128 -falign-loops=128 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_PREFETCH_READ_WINDOW=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-191704/dump_e099_best_repeat_09_t64_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-191704/run_e099_best_repeat_09_t64_h16_p1.log	2026-05-02T19:17:04	2026-05-02T19:25:34
100	10_validate	best_repeat_10	64	16	1	2.131900	2.554179	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=128 -falign-loops=128 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_PREFETCH_READ_WINDOW=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-191704/dump_e100_best_repeat_10_t64_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-191704/run_e100_best_repeat_10_t64_h16_p1.log	2026-05-02T19:17:04	2026-05-02T19:25:34
